est_vol mean_error std_error
0.05 -4.985736504610319 3.935850313615263
0.1 -3.490559522659934 2.228337394947427
0.2 0.04921860824363826 0.9321264247174539
0.31 3.9175849215673377 1.5079647649195798
0.4 7.77296260982296 2.155269870167452
